source_marker,production_allowed,scraped_at_utc,source_provider,source_page,visual_model_key,make_key,make_name,model_key,model_name,body_type_key,body_name,body_style,model_bodywork,model_type,year_from,year_to,representative_vehicle_id,representative_image_url,reference_url,variant_count,power_kw_values,drive_values
SCRAPED_RONAL_BMF_RESEARCH_ONLY,false,2026-08-03T22:53:31.241Z,BMF Media Information Technology GmbH / ProVis4,https://www.ronal-wheels.com/int/configurator-promo,Mini|Mini|K0004838|2020|2021,Mini,Mini,Mini,Mini,K0004838,Mini Cooper SE (FML2E) 2020 - 2021,Saloon,Mini Cooper SE,FML2E,2020,2021,P00048380104648,https://images002.bmf-application.com/optimized/PKW/240x120/MINI021.png,https://www.ronal-wheels.com/int/configurator-promo,1,75,front wheel drive 
SCRAPED_RONAL_BMF_RESEARCH_ONLY,false,2026-08-03T22:53:31.241Z,BMF Media Information Technology GmbH / ProVis4,https://www.ronal-wheels.com/int/configurator-promo,Mini|Mini|K0004953|2021|,Mini,Mini,Mini,Mini,K0004953,Mini Cooper SE (FML2E/Facelift) 2021 - ,Saloon,Mini Cooper SE,FML2E,2021,,P00049530108131,https://images002.bmf-application.com/optimized/PKW/240x120/MINI022.png,https://www.ronal-wheels.com/int/configurator-promo,1,75,front wheel drive 
SCRAPED_RONAL_BMF_RESEARCH_ONLY,false,2026-08-03T22:53:31.241Z,BMF Media Information Technology GmbH / ProVis4,https://www.ronal-wheels.com/int/configurator-promo,Nissan|Ariya|K0005095|2022|,Nissan,Nissan,Ariya,Ariya,K0005095,Ariya (FE0E) 2022 - ,SUV,Ariya,FE0E,2022,,P00050950109887,https://images002.bmf-application.com/optimized/PKW/240x120/NISS015.png,https://www.ronal-wheels.com/int/configurator-promo,2,45|90,All-wheel drive|front wheel drive 
SCRAPED_RONAL_BMF_RESEARCH_ONLY,false,2026-08-03T22:53:31.241Z,BMF Media Information Technology GmbH / ProVis4,https://www.ronal-wheels.com/int/configurator-promo,Nissan|Leaf|K0003056|2010|2017,Nissan,Nissan,Leaf,Leaf,K0003056,Leaf (ZE0) 2010 - 2017,Hatchback,Leaf,ZE0,2010,2017,P00030560037542,https://images002.bmf-application.com/optimized/PKW/240x120/NILEA12Y.png,https://www.ronal-wheels.com/int/configurator-promo,1,80,front wheel drive 
SCRAPED_RONAL_BMF_RESEARCH_ONLY,false,2026-08-03T22:53:31.241Z,BMF Media Information Technology GmbH / ProVis4,https://www.ronal-wheels.com/int/configurator-promo,Nissan|Leaf|K0004370|2018|2025,Nissan,Nissan,Leaf,Leaf,K0004370,Leaf (ZE1) 2018 - 2025,Hatchback,Leaf,ZE1,2018,2025,P00043700100368,https://images002.bmf-application.com/optimized/PKW/240x120/NISS010.png,https://www.ronal-wheels.com/int/configurator-promo,2,90,front wheel drive 
SCRAPED_RONAL_BMF_RESEARCH_ONLY,false,2026-08-03T22:53:31.241Z,BMF Media Information Technology GmbH / ProVis4,https://www.ronal-wheels.com/int/configurator-promo,Nissan|NV200|K0003704|2014|,Nissan,Nissan,NV200,NV200,K0003704,NV200 (ME0N/ME0M) 2014 - ,Van,NV200,ME0N/ME0M,2014,,P00037040086455,noimage.png,https://www.ronal-wheels.com/int/configurator-promo,1,80,front wheel drive 
SCRAPED_RONAL_BMF_RESEARCH_ONLY,false,2026-08-03T22:53:31.241Z,BMF Media Information Technology GmbH / ProVis4,https://www.ronal-wheels.com/int/configurator-promo,Nissan|Townstar|K0005045|2021|,Nissan,Nissan,Townstar,Townstar,K0005045,Townstar (NFK) 2021 - ,Transporter,Townstar,NFK,2021,,P00050450110155,https://images002.bmf-application.com/optimized/PKW/240x120/NISS017.png,https://www.ronal-wheels.com/int/configurator-promo,1,51,front wheel drive 
SCRAPED_RONAL_BMF_RESEARCH_ONLY,false,2026-08-03T22:53:31.241Z,BMF Media Information Technology GmbH / ProVis4,https://www.ronal-wheels.com/int/configurator-promo,Opel|Ampera|K0004188|2017|,Opel,Opel,Ampera,Ampera,K0004188,Ampera (1G0F) 2017 - ,Saloon,Ampera,1G0F,2017,,P00041880097149,https://images002.bmf-application.com/optimized/PKW/240x120/OPEL025.png,https://www.ronal-wheels.com/int/configurator-promo,1,55,front wheel drive 
SCRAPED_RONAL_BMF_RESEARCH_ONLY,false,2026-08-03T22:53:31.241Z,BMF Media Information Technology GmbH / ProVis4,https://www.ronal-wheels.com/int/configurator-promo,Opel|Astra|K0005032|2022|2025,Opel,Opel,Astra,Astra,K0005032,Astra (F) 2022 - 2025,Hatchback,Astra,F,2022,2025,P00050320110882,https://images002.bmf-application.com/optimized/PKW/240x120/OPEL045.png,https://www.ronal-wheels.com/int/configurator-promo,1,62,front wheel drive 
SCRAPED_RONAL_BMF_RESEARCH_ONLY,false,2026-08-03T22:53:31.241Z,BMF Media Information Technology GmbH / ProVis4,https://www.ronal-wheels.com/int/configurator-promo,Opel|Combo|K0004427|2018|2024,Opel,Opel,Combo,Combo,K0004427,Combo (E) 2018 - 2024,Estate,Combo,E,2018,2024,P00044270108441,https://images002.bmf-application.com/optimized/PKW/240x120/OPEL034.png,https://www.ronal-wheels.com/int/configurator-promo,2,57|62,front wheel drive 
SCRAPED_RONAL_BMF_RESEARCH_ONLY,false,2026-08-03T22:53:31.241Z,BMF Media Information Technology GmbH / ProVis4,https://www.ronal-wheels.com/int/configurator-promo,Opel|Combo|K0004701|2018|2024,Opel,Opel,Combo,Combo,K0004701,Combo Cargo (E) 2018 - 2024,Small Delivery Truck,Combo Cargo,E,2018,2024,P00047010108442,https://images002.bmf-application.com/optimized/PKW/240x120/OPEL052.png,https://www.ronal-wheels.com/int/configurator-promo,2,57|62,front wheel drive 
SCRAPED_RONAL_BMF_RESEARCH_ONLY,false,2026-08-03T22:53:31.241Z,BMF Media Information Technology GmbH / ProVis4,https://www.ronal-wheels.com/int/configurator-promo,Opel|Corsa|K0004807|2020|2023,Opel,Opel,Corsa,Corsa,K0004807,e-Corsa (U) 2020 - 2023,Saloon,e-Corsa,U,2020,2023,P00048070104897,https://images002.bmf-application.com/optimized/PKW/240x120/OPEL038E.png,https://www.ronal-wheels.com/int/configurator-promo,1,57,front wheel drive 
SCRAPED_RONAL_BMF_RESEARCH_ONLY,false,2026-08-03T22:53:31.241Z,BMF Media Information Technology GmbH / ProVis4,https://www.ronal-wheels.com/int/configurator-promo,Opel|Corsa|K0005472|2023|,Opel,Opel,Corsa,Corsa,K0005472,e-Corsa (U/Facelift) 2023 - ,Saloon,e-Corsa,U,2023,,P00054720111107,https://images002.bmf-application.com/optimized/PKW/240x120/OPEL053E.png,https://www.ronal-wheels.com/int/configurator-promo,2,57|62,front wheel drive 
SCRAPED_RONAL_BMF_RESEARCH_ONLY,false,2026-08-03T22:53:31.241Z,BMF Media Information Technology GmbH / ProVis4,https://www.ronal-wheels.com/int/configurator-promo,Opel|Mokka|K0005255|2021|2024,Opel,Opel,Mokka,Mokka,K0005255,Mokka-e (U) 2021 - 2024,SUV,Mokka-e,U,2021,2024,P00052550107327,https://images002.bmf-application.com/optimized/PKW/240x120/OPEL043E.png,https://www.ronal-wheels.com/int/configurator-promo,2,57|62,front wheel drive 
SCRAPED_RONAL_BMF_RESEARCH_ONLY,false,2026-08-03T22:53:31.241Z,BMF Media Information Technology GmbH / ProVis4,https://www.ronal-wheels.com/int/configurator-promo,Opel|Mokka|K0005619|2024|,Opel,Opel,Mokka,Mokka,K0005619,Mokka-e (U/Facelift) 2024 - ,SUV,Mokka-e,U,2024,,P00056190126668,https://images002.bmf-application.com/optimized/PKW/240x120/OPEL055E.png,https://www.ronal-wheels.com/int/configurator-promo,2,57|62,front wheel drive 
SCRAPED_RONAL_BMF_RESEARCH_ONLY,false,2026-08-03T22:53:31.241Z,BMF Media Information Technology GmbH / ProVis4,https://www.ronal-wheels.com/int/configurator-promo,Opel|Movano|K0005050|2021|,Opel,Opel,Movano,Movano,K0005050,Movano (Y/H) 2021 - ,Transporter,Movano,Y/H,2021,,P00050500110307,https://images002.bmf-application.com/optimized/PKW/240x120/OPEL047.png,https://www.ronal-wheels.com/int/configurator-promo,1,90,front wheel drive 
SCRAPED_RONAL_BMF_RESEARCH_ONLY,false,2026-08-03T22:53:31.241Z,BMF Media Information Technology GmbH / ProVis4,https://www.ronal-wheels.com/int/configurator-promo,Opel|Vivaro|K0005202|2020|,Opel,Opel,Vivaro,Vivaro,K0005202,e-Vivaro (V) 2020 - ,Transporter,e-Vivaro,V,2020,,P00052020105873,https://images002.bmf-application.com/optimized/PKW/240x120/OPEL041E.png,https://www.ronal-wheels.com/int/configurator-promo,2,57|62,front wheel drive 
SCRAPED_RONAL_BMF_RESEARCH_ONLY,false,2026-08-03T22:53:31.241Z,BMF Media Information Technology GmbH / ProVis4,https://www.ronal-wheels.com/int/configurator-promo,Opel|Zafira|K0005164|2020|,Opel,Opel,Zafira,Zafira,K0005164,e-Zafira Life (V) 2020 - ,Van,e-Zafira Life,V,2020,,P00051640105875,https://images002.bmf-application.com/optimized/PKW/240x120/OPEL037E.png,https://www.ronal-wheels.com/int/configurator-promo,2,57|62,front wheel drive 
SCRAPED_RONAL_BMF_RESEARCH_ONLY,false,2026-08-03T22:53:31.241Z,BMF Media Information Technology GmbH / ProVis4,https://www.ronal-wheels.com/int/configurator-promo,Peugeot|2008|K0004669|2019|2023,Peugeot,Peugeot,2008,2008,K0004669,2008 (U) 2019 - 2023,SUV,2008,U,2019,2023,P00046690104896,https://images002.bmf-application.com/optimized/PKW/240x120/PEU028.png,https://www.ronal-wheels.com/int/configurator-promo,1,57,front wheel drive 
SCRAPED_RONAL_BMF_RESEARCH_ONLY,false,2026-08-03T22:53:31.241Z,BMF Media Information Technology GmbH / ProVis4,https://www.ronal-wheels.com/int/configurator-promo,Peugeot|2008|K0005342|2023|,Peugeot,Peugeot,2008,2008,K0005342,2008 (U/Facelift) 2023 - ,SUV,2008,U,2023,,P00053420111101,https://images002.bmf-application.com/optimized/PKW/240x120/PEU040.png,https://www.ronal-wheels.com/int/configurator-promo,2,57|62,front wheel drive 
SCRAPED_RONAL_BMF_RESEARCH_ONLY,false,2026-08-03T22:53:31.241Z,BMF Media Information Technology GmbH / ProVis4,https://www.ronal-wheels.com/int/configurator-promo,Peugeot|208|K0004618|2019|2023,Peugeot,Peugeot,208,208,K0004618,208 (U) 2019 - 2023,Hatchback,208,U,2019,2023,P00046180104805,https://images002.bmf-application.com/optimized/PKW/240x120/PEU026.png,https://www.ronal-wheels.com/int/configurator-promo,2,57|62,front wheel drive 
SCRAPED_RONAL_BMF_RESEARCH_ONLY,false,2026-08-03T22:53:31.241Z,BMF Media Information Technology GmbH / ProVis4,https://www.ronal-wheels.com/int/configurator-promo,Peugeot|208|K0005545|2023|,Peugeot,Peugeot,208,208,K0005545,208 (U/Facelift) 2023 - ,Hatchback,208,U,2023,,P00055450126004,https://images002.bmf-application.com/optimized/PKW/240x120/PEU041.png,https://www.ronal-wheels.com/int/configurator-promo,2,57|62,front wheel drive 
SCRAPED_RONAL_BMF_RESEARCH_ONLY,false,2026-08-03T22:53:31.241Z,BMF Media Information Technology GmbH / ProVis4,https://www.ronal-wheels.com/int/configurator-promo,Peugeot|308|K0004949|2021|2025,Peugeot,Peugeot,308,308,K0004949,308 (F) 2021 - 2025,Hatchback,308,F,2021,2025,P00049490111099,https://images002.bmf-application.com/optimized/PKW/240x120/PEU032.png,https://www.ronal-wheels.com/int/configurator-promo,1,62,front wheel drive 
SCRAPED_RONAL_BMF_RESEARCH_ONLY,false,2026-08-03T22:53:31.241Z,BMF Media Information Technology GmbH / ProVis4,https://www.ronal-wheels.com/int/configurator-promo,Peugeot|308|K0005748|2025|,Peugeot,Peugeot,308,308,K0005748,308 (F/Facelift) 2025 - ,Hatchback,308,F,2025,,P00057480127974,https://images002.bmf-application.com/optimized/PKW/240x120/PEU047.png,https://www.ronal-wheels.com/int/configurator-promo,1,62,front wheel drive 
SCRAPED_RONAL_BMF_RESEARCH_ONLY,false,2026-08-03T22:53:31.241Z,BMF Media Information Technology GmbH / ProVis4,https://www.ronal-wheels.com/int/configurator-promo,Peugeot|Boxer|K0004349|2014|,Peugeot,Peugeot,Boxer,Boxer,K0004349,Boxer (Y/Facelift) 2014 - ,Transporter,Boxer,Y,2014,,P00043490108640,noimage.png,https://www.ronal-wheels.com/int/configurator-promo,2,85|90,front wheel drive 
SCRAPED_RONAL_BMF_RESEARCH_ONLY,false,2026-08-03T22:53:31.241Z,BMF Media Information Technology GmbH / ProVis4,https://www.ronal-wheels.com/int/configurator-promo,Peugeot|Expert|K0005203|2020|2024,Peugeot,Peugeot,Expert,Expert,K0005203,e-Expert (V) 2020 - 2024,Transporter,e-Expert,V,2020,2024,P00052030106202,https://images002.bmf-application.com/optimized/PKW/240x120/PEU036.png,https://www.ronal-wheels.com/int/configurator-promo,1,57,front wheel drive 
SCRAPED_RONAL_BMF_RESEARCH_ONLY,false,2026-08-03T22:53:31.241Z,BMF Media Information Technology GmbH / ProVis4,https://www.ronal-wheels.com/int/configurator-promo,Peugeot|Expert|K0005726|2024|,Peugeot,Peugeot,Expert,Expert,K0005726,e-Expert (V/Facelift) 2024 - ,Transporter,e-Expert,V,2024,,P00057260127073,https://images002.bmf-application.com/optimized/PKW/240x120/PEU045.png,https://www.ronal-wheels.com/int/configurator-promo,1,62,front wheel drive 
SCRAPED_RONAL_BMF_RESEARCH_ONLY,false,2026-08-03T22:53:31.241Z,BMF Media Information Technology GmbH / ProVis4,https://www.ronal-wheels.com/int/configurator-promo,Peugeot|Partner|K0004512|2018|,Peugeot,Peugeot,Partner,Partner,K0004512,Partner (E) 2018 - ,Transporter,Partner,E,2018,,P00045120108563,https://images002.bmf-application.com/optimized/PKW/240x120/PEU027.png,https://www.ronal-wheels.com/int/configurator-promo,2,57|62,front wheel drive 
SCRAPED_RONAL_BMF_RESEARCH_ONLY,false,2026-08-03T22:53:31.241Z,BMF Media Information Technology GmbH / ProVis4,https://www.ronal-wheels.com/int/configurator-promo,Peugeot|Rifter|K0004389|2018|,Peugeot,Peugeot,Rifter,Rifter,K0004389,Rifter (E) 2018 - ,Van,Rifter,E,2018,,P00043890108445,https://images002.bmf-application.com/optimized/PKW/240x120/PEU023.png,https://www.ronal-wheels.com/int/configurator-promo,2,57|62,front wheel drive 
SCRAPED_RONAL_BMF_RESEARCH_ONLY,false,2026-08-03T22:53:31.241Z,BMF Media Information Technology GmbH / ProVis4,https://www.ronal-wheels.com/int/configurator-promo,Peugeot|Traveller|K0005165|2020|2024,Peugeot,Peugeot,Traveller,Traveller,K0005165,e-Traveller (V) 2020 - 2024,Transporter,e-Traveller,V,2020,2024,P00051650105872,https://images002.bmf-application.com/optimized/PKW/240x120/PEU029E.png,https://www.ronal-wheels.com/int/configurator-promo,1,57,front wheel drive 
SCRAPED_RONAL_BMF_RESEARCH_ONLY,false,2026-08-03T22:53:31.241Z,BMF Media Information Technology GmbH / ProVis4,https://www.ronal-wheels.com/int/configurator-promo,Peugeot|Traveller|K0005725|2024|,Peugeot,Peugeot,Traveller,Traveller,K0005725,e-Traveller (V/Facelift) 2024 - ,Transporter,e-Traveller,V,2024,,P00057250123903,https://images002.bmf-application.com/optimized/PKW/240x120/PEU044.png,https://www.ronal-wheels.com/int/configurator-promo,1,62,front wheel drive 
SCRAPED_RONAL_BMF_RESEARCH_ONLY,false,2026-08-03T22:53:31.241Z,BMF Media Information Technology GmbH / ProVis4,https://www.ronal-wheels.com/int/configurator-promo,Polestar|Polestar%202|K0004749|2020|2023,Polestar,Polestar,Polestar%202,Polestar 2,K0004749,Polestar 2 (V) 2020 - 2023,Saloon,Polestar 2,V,2020,2023,P00047490105336,https://images002.bmf-application.com/optimized/PKW/240x120/VOLVO018.png,https://www.ronal-wheels.com/int/configurator-promo,2,80|160,All-wheel drive|front wheel drive 
SCRAPED_RONAL_BMF_RESEARCH_ONLY,false,2026-08-03T22:53:31.241Z,BMF Media Information Technology GmbH / ProVis4,https://www.ronal-wheels.com/int/configurator-promo,Polestar|Polestar%202|K0005621|2023|,Polestar,Polestar,Polestar%202,Polestar 2,K0005621,Polestar 2 (V/Facelift) 2023 - ,Saloon,Polestar 2,V,2023,,P00056210111067,https://images002.bmf-application.com/optimized/PKW/240x120/VOLVO026.png,https://www.ronal-wheels.com/int/configurator-promo,4,109|133|141|192,All-wheel drive|front wheel drive 
SCRAPED_RONAL_BMF_RESEARCH_ONLY,false,2026-08-03T22:53:31.241Z,BMF Media Information Technology GmbH / ProVis4,https://www.ronal-wheels.com/int/configurator-promo,Polestar|Polestar%204|K0005459|2024|,Polestar,Polestar,Polestar%204,Polestar 4,K0005459,Polestar 4 (4) 2024 - ,SUV,Polestar 4,4,2024,,P00054590124184,https://images002.bmf-application.com/optimized/PKW/240x120/POLE001.png,https://www.ronal-wheels.com/int/configurator-promo,1,150,All-wheel drive
SCRAPED_RONAL_BMF_RESEARCH_ONLY,false,2026-08-03T22:53:31.241Z,BMF Media Information Technology GmbH / ProVis4,https://www.ronal-wheels.com/int/configurator-promo,Porsche|Taycan|K0004718|2019|2024,Porsche,Porsche,Taycan,Taycan,K0004718,Taycan (Y1A) 2019 - 2024,Saloon,Taycan,Y1A,2019,2024,P00047180104817,https://images002.bmf-application.com/optimized/PKW/240x120/POR018.png,https://www.ronal-wheels.com/int/configurator-promo,6,113|120|140|142,All-wheel drive|rear wheel drive
SCRAPED_RONAL_BMF_RESEARCH_ONLY,false,2026-08-03T22:53:31.241Z,BMF Media Information Technology GmbH / ProVis4,https://www.ronal-wheels.com/int/configurator-promo,Porsche|Taycan|K0004991|2021|2024,Porsche,Porsche,Taycan,Taycan,K0004991,Taycan Cross Turismo (Y1A) 2021 - 2024,Cross Turismo,Taycan Cross Turismo,Y1A,2021,2024,P00049910108005,https://images002.bmf-application.com/optimized/PKW/240x120/POR022.png,https://www.ronal-wheels.com/int/configurator-promo,4,140|142,All-wheel drive
SCRAPED_RONAL_BMF_RESEARCH_ONLY,false,2026-08-03T22:53:31.241Z,BMF Media Information Technology GmbH / ProVis4,https://www.ronal-wheels.com/int/configurator-promo,Renault|Kangoo|K0003709|2011|2013,Renault,Renault,Kangoo,Kangoo,K0003709,Kangoo (FW/W/Facelift) 2011 - 2013,Estate,Kangoo,FW/W,2011,2013,P00037090037073,https://images002.bmf-application.com/optimized/PKW/240x120/REKAN11Y.png,https://www.ronal-wheels.com/int/configurator-promo,1,44,front wheel drive 
SCRAPED_RONAL_BMF_RESEARCH_ONLY,false,2026-08-03T22:53:31.241Z,BMF Media Information Technology GmbH / ProVis4,https://www.ronal-wheels.com/int/configurator-promo,Renault|Kangoo|K0003655|2013|2020,Renault,Renault,Kangoo,Kangoo,K0003655,Kangoo (FW/W/Facelift) 2013 - 2020,Estate,Kangoo,FW/W,2013,2020,P00036550085579,https://images002.bmf-application.com/optimized/PKW/240x120/REKAN13Y.png,https://www.ronal-wheels.com/int/configurator-promo,1,44,front wheel drive 
SCRAPED_RONAL_BMF_RESEARCH_ONLY,false,2026-08-03T22:53:31.241Z,BMF Media Information Technology GmbH / ProVis4,https://www.ronal-wheels.com/int/configurator-promo,Renault|Kangoo|K0004961|2021|,Renault,Renault,Kangoo,Kangoo,K0004961,Kangoo (RFK) 2021 - ,Estate,Kangoo,RFK,2021,,P00049610109977,https://images002.bmf-application.com/optimized/PKW/240x120/REN037.png,https://www.ronal-wheels.com/int/configurator-promo,2,51|70,front wheel drive 
SCRAPED_RONAL_BMF_RESEARCH_ONLY,false,2026-08-03T22:53:31.241Z,BMF Media Information Technology GmbH / ProVis4,https://www.ronal-wheels.com/int/configurator-promo,Renault|M_c3_a9gane|K0005027|2021|,Renault,Renault,M_c3_a9gane,Mégane,K0005027,Mégane (RCB) 2021 - ,Hatchback,Mégane,RCB,2021,,P00050270108866,https://images002.bmf-application.com/optimized/PKW/240x120/REN040.png,https://www.ronal-wheels.com/int/configurator-promo,1,55,front wheel drive 
SCRAPED_RONAL_BMF_RESEARCH_ONLY,false,2026-08-03T22:53:31.241Z,BMF Media Information Technology GmbH / ProVis4,https://www.ronal-wheels.com/int/configurator-promo,Renault|Sc_c3_a9nic%20V|K0005391|2024|,Renault,Renault,Sc_c3_a9nic%20V,Scénic V,K0005391,Scénic E-Tech (RCB) 2024 - ,SUV,Scénic E-Tech,RCB,2024,,P00053910124536,https://images002.bmf-application.com/optimized/PKW/240x120/REN049.png,https://www.ronal-wheels.com/int/configurator-promo,1,55,front wheel drive 
SCRAPED_RONAL_BMF_RESEARCH_ONLY,false,2026-08-03T22:53:31.241Z,BMF Media Information Technology GmbH / ProVis4,https://www.ronal-wheels.com/int/configurator-promo,Renault|Twingo|K0004613|2019|2024,Renault,Renault,Twingo,Twingo,K0004613,Twingo (AH/Facelift) 2019 - 2024,Saloon,Twingo,AH,2019,2024,P00046130106823,https://images002.bmf-application.com/optimized/PKW/240x120/REN026.png,https://www.ronal-wheels.com/int/configurator-promo,1,31,rear wheel drive
SCRAPED_RONAL_BMF_RESEARCH_ONLY,false,2026-08-03T22:53:31.241Z,BMF Media Information Technology GmbH / ProVis4,https://www.ronal-wheels.com/int/configurator-promo,Renault|Zoe|K0003442|2012|2019,Renault,Renault,Zoe,Zoe,K0003442,Zoe (AG) 2012 - 2019,Hatchback,Zoe,AG,2012,2019,P00034420083229,https://images002.bmf-application.com/optimized/PKW/240x120/RENZO13.png,https://www.ronal-wheels.com/int/configurator-promo,2,43|53,front wheel drive 
SCRAPED_RONAL_BMF_RESEARCH_ONLY,false,2026-08-03T22:53:31.241Z,BMF Media Information Technology GmbH / ProVis4,https://www.ronal-wheels.com/int/configurator-promo,Renault|Zoe|K0004706|2019|,Renault,Renault,Zoe,Zoe,K0004706,Zoe (AG/Facelift) 2019 - ,Hatchback,Zoe,AG,2019,,P00047060104273,https://images002.bmf-application.com/optimized/PKW/240x120/REN027.png,https://www.ronal-wheels.com/int/configurator-promo,1,51,front wheel drive 
SCRAPED_RONAL_BMF_RESEARCH_ONLY,false,2026-08-03T22:53:31.241Z,BMF Media Information Technology GmbH / ProVis4,https://www.ronal-wheels.com/int/configurator-promo,Seat|MII|K0004755|2020|,Seat,Seat,MII,MII,K0004755,MII electric (AA) 2020 - ,Saloon,MII electric,AA,2020,,P00047550104281,https://images002.bmf-application.com/optimized/PKW/240x120/SEAT023.png,https://www.ronal-wheels.com/int/configurator-promo,1,61,front wheel drive 
SCRAPED_RONAL_BMF_RESEARCH_ONLY,false,2026-08-03T22:53:31.241Z,BMF Media Information Technology GmbH / ProVis4,https://www.ronal-wheels.com/int/configurator-promo,Skoda|Citigo|K0004754|2019|,Skoda,Skoda,Citigo,Citigo,K0004754,Citigo-e iV (AA) 2019 - ,Saloon,Citigo-e iV,AA,2019,,P00047540104725,https://images002.bmf-application.com/optimized/PKW/240x120/SKODA036.png,https://www.ronal-wheels.com/int/configurator-promo,1,61,front wheel drive 
SCRAPED_RONAL_BMF_RESEARCH_ONLY,false,2026-08-03T22:53:31.241Z,BMF Media Information Technology GmbH / ProVis4,https://www.ronal-wheels.com/int/configurator-promo,Skoda|Elroq|K0005592|2025|,Skoda,Skoda,Elroq,Elroq,K0005592,Elroq (NY) 2025 - ,SUV,Elroq,NY,2025,,P00055920126492,https://images002.bmf-application.com/optimized/PKW/240x120/SKODA058.png,https://www.ronal-wheels.com/int/configurator-promo,4,70|77|89,All-wheel drive|rear wheel drive
SCRAPED_RONAL_BMF_RESEARCH_ONLY,false,2026-08-03T22:53:31.241Z,BMF Media Information Technology GmbH / ProVis4,https://www.ronal-wheels.com/int/configurator-promo,Skoda|Elroq|K0005665|2025|,Skoda,Skoda,Elroq,Elroq,K0005665,Elroq RS (NY) 2025 - ,SUV,Elroq RS,NY,2025,,P00056650127192,https://images002.bmf-application.com/optimized/PKW/240x120/SKODA064.png,https://www.ronal-wheels.com/int/configurator-promo,1,77,All-wheel drive
SCRAPED_RONAL_BMF_RESEARCH_ONLY,false,2026-08-03T22:53:31.241Z,BMF Media Information Technology GmbH / ProVis4,https://www.ronal-wheels.com/int/configurator-promo,Skoda|Enyaq|K0004832|2020|2024,Skoda,Skoda,Enyaq,Enyaq,K0004832,Enyaq (NY) 2020 - 2024,SUV,Enyaq,NY,2020,2024,P00048320106792,https://images002.bmf-application.com/optimized/PKW/240x120/SKODA042.png,https://www.ronal-wheels.com/int/configurator-promo,6,70|77|89,All-wheel drive|rear wheel drive
SCRAPED_RONAL_BMF_RESEARCH_ONLY,false,2026-08-03T22:53:31.241Z,BMF Media Information Technology GmbH / ProVis4,https://www.ronal-wheels.com/int/configurator-promo,Skoda|Enyaq|K0005639|2025|,Skoda,Skoda,Enyaq,Enyaq,K0005639,Enyaq (NY/Facelift) 2025 - ,SUV,Enyaq,NY,2025,,P00056390126855,https://images002.bmf-application.com/optimized/PKW/240x120/SKODA060.png,https://www.ronal-wheels.com/int/configurator-promo,3,70|77|89,All-wheel drive|rear wheel drive
SCRAPED_RONAL_BMF_RESEARCH_ONLY,false,2026-08-03T22:53:31.241Z,BMF Media Information Technology GmbH / ProVis4,https://www.ronal-wheels.com/int/configurator-promo,Skoda|Enyaq|K0005282|2023|2024,Skoda,Skoda,Enyaq,Enyaq,K0005282,Enyaq Coupé (NY) 2023 - 2024,SUV,Enyaq Coupé,NY,2023,2024,P00052820111255,https://images002.bmf-application.com/optimized/PKW/240x120/SKODA048.png,https://www.ronal-wheels.com/int/configurator-promo,5,70|77|89,All-wheel drive|rear wheel drive
SCRAPED_RONAL_BMF_RESEARCH_ONLY,false,2026-08-03T22:53:31.241Z,BMF Media Information Technology GmbH / ProVis4,https://www.ronal-wheels.com/int/configurator-promo,Skoda|Enyaq|K0005640|2025|,Skoda,Skoda,Enyaq,Enyaq,K0005640,Enyaq Coupé (NY/Facelift) 2025 - ,SUV,Enyaq Coupé,NY,2025,,P00056400126858,https://images002.bmf-application.com/optimized/PKW/240x120/SKODA059.png,https://www.ronal-wheels.com/int/configurator-promo,3,70|77|89,All-wheel drive|rear wheel drive
SCRAPED_RONAL_BMF_RESEARCH_ONLY,false,2026-08-03T22:53:31.241Z,BMF Media Information Technology GmbH / ProVis4,https://www.ronal-wheels.com/int/configurator-promo,Skoda|Enyaq|K0005216|2021|2025,Skoda,Skoda,Enyaq,Enyaq,K0005216,Enyaq RS (NY) 2021 - 2025,SUV,Enyaq RS,NY,2021,2025,P00052160108439,https://images002.bmf-application.com/optimized/PKW/240x120/SKODA049.png,https://www.ronal-wheels.com/int/configurator-promo,1,77,All-wheel drive
SCRAPED_RONAL_BMF_RESEARCH_ONLY,false,2026-08-03T22:53:31.241Z,BMF Media Information Technology GmbH / ProVis4,https://www.ronal-wheels.com/int/configurator-promo,Skoda|Enyaq|K0005680|2025|,Skoda,Skoda,Enyaq,Enyaq,K0005680,Enyaq RS (NY/Facelift) 2025 - ,SUV,Enyaq RS,NY,2025,,P00056800127258,https://images002.bmf-application.com/optimized/PKW/240x120/SKODA063.png,https://www.ronal-wheels.com/int/configurator-promo,1,77,All-wheel drive
SCRAPED_RONAL_BMF_RESEARCH_ONLY,false,2026-08-03T22:53:31.241Z,BMF Media Information Technology GmbH / ProVis4,https://www.ronal-wheels.com/int/configurator-promo,Skoda|Enyaq|K0005088|2022|2025,Skoda,Skoda,Enyaq,Enyaq,K0005088,Enyaq RS Coupé (NY) 2022 - 2025,SUV,Enyaq RS Coupé,NY,2022,2025,P00050880109772,https://images002.bmf-application.com/optimized/PKW/240x120/SKODA047.png,https://www.ronal-wheels.com/int/configurator-promo,1,77,All-wheel drive
